review ID,review name,reviewer's name,reviewer's profile,review rating,review date,review text,verified purchase,vine customer review of free product,images
R2YN0WD3O6JTDZ," Recommend!",Phalen,https://www.amazon.com/gp/profile/amzn1.account.AGO3HGML333HSKPBV7TCROACIKCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 7, 2020",I found out about the cerave baby cream with my oldest daughter who is now 2 and a half. She started to get eczema over her whole body at like 3 months and someone recommended this brand. I bought their baby wash and the lotion and it cleared up immediately. Now I just use the lotion on her every now and then. I have a 2 month old now and she started to get eczema to so I also use it on her and it's great!,true,false,
R39JOOHNLA0M9Y," Very good product.",Simbel Ayse,https://www.amazon.com/gp/profile/amzn1.account.AFGVWLRKUQP7ZHC54D7GRHSYAFCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 14, 2020",Lightweight moisturizer for the baby. It's making my babies face even softer. I'll definitely buy it again.,true,false,
R3WYES8IXDFR1," A must have for dry hands",Kat,https://www.amazon.com/gp/profile/amzn1.account.AGHHER66X2LLOS4N4J6RCJNIMONQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 27, 2021","This stuff is amazing!!! I had really dry cracked hands from all the extra hand washing these days and needed the good stuff. This stuff worked!! I put it on every time I washed my hands for a couple of days and they were back to soft skin! Now I use it a couple times a day and before bed and my hands aren't cracking at all. After my first bottle, I ordered 2 more so I can keep it everywhere!",true,false,
R3E44CQQLMG3KJ," Highly recommend this cream!",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGR2QEQPGPNUEI4HQSRJMTWV2MUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 9, 2019","I highly recommended this for babies woth (or without) dry skin. Not only is it very moisturizing (apply directly after a bath to avoid trans epidermal water loss) for dry skin, but it has dimethicone in it, which serves as a protective barrier. This is part of our nightly routine after bath time and it really helps with my son’s dry skin/rash from drool. As a medical professional, I recommend this cream all of the time. This and CeraVe moisturizing cream in the tub. Great product. The squeeze tube container is also convenient to carry on the diaper bag.",true,false,
R2KPM1XJ9GF1JX," Perfect for Adults too",Colleen,https://www.amazon.com/gp/profile/amzn1.account.AGU6MBPQGBOKW6J4Y2B75GS3E3UA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 10, 2019","Perfect product. I’m 25 with very dry, sensitive skin and my dermatologist gave me a sample of this and it changed my life. Super smooth, moisturized skin- no more redness, flakiness, rashes, or blemishes. I put this on first no matter what and can layer sunscreen or makeup no problem. As a side note, I’ve tried the “lotion” version and it wasn’t as good so when the “cream” version is available I stock up! So, so happy!",true,false,
R1AQ6SYXIQY4VH," THICK AND STICKY.",Scottish Kate from Virginia.,https://www.amazon.com/gp/profile/amzn1.account.AH7MDEW5KQVS3JWZQVOMQARQUGMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 31, 2019","This cream is definitely for a baby's bottom, NOT for a woman's face. From the minute I put it on and rubbed it in,
my face felt heavy and almost sticky, although it did not feel greasy. I had to cleanse my face again until my
face felt normal. I will definitely not be buying this again.",true,false,
RMI8ZRVAK88GN," Great as a facial moisturizer, too",BMac,https://www.amazon.com/gp/profile/amzn1.account.AH4NNSAGP7KS62FH6ZYKZYGZJZ2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 27, 2020","Lightweight, but very moisturizing. I use this as a facial moisturizer because of its high quality and limited ingredient list. It leaves my skin dewy, but never greasy. It doesn't clog pores and it never makes my skin feel oily.",true,false,
RKV4WJLOFDBBC," Works great",Ching Saetern,https://www.amazon.com/gp/profile/amzn1.account.AEH2LZRDNGBHLXTEJ77SFTGR62HA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 4, 2020","My little girl has eczema and her skin loves this lotion i bought this as a trail, note not every baby's skin is going to love this, but i have been through 10 different lotions and all the others would make her eczema worse and this was the only brand that would help.",true,false,
RNGTL8NN8N5Y," Sooo worth it",Jamie Cox,https://www.amazon.com/gp/profile/amzn1.account.AHSG2V7R2AUDPDJ2FB5LDJLMJQHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 12, 2020",Mu face is pretty sensitive and this does wonders for it. I've been looking for years for something to keep my face moisturized but everything I'd use would break me out. THEN cerave came out with this amazing baby lotion and it works perfect for me lol. Never changing my routine again.,true,false,
R2DM5NXDYXP2QQ," Works for my son who has eczema",Rainess,https://www.amazon.com/gp/profile/amzn1.account.AHBERB5FKRH7E4CBI6LKUZAGSR3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 28, 2020",This is the ONLY skin product that keeps my son's sensitive skin moist and free from eczema flares. I would recommend this product to any parent who have children with eczema to try this. It really does work wonders for my son. And he doesn't mind the product because its thick but not greasy feeling.,true,false,
R1DXV7HVGC8DPN," love!",AIMEE C.,https://www.amazon.com/gp/profile/amzn1.account.AESVFUZUY4JETFQ4G6NG7RZGKJBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 17, 2020",this lotion is amazing!! i bought it for my son who has eczema on his arms. my doctor recommended vaseline or aquaphor but they did not help his flare ups. i use it every night after his bath and you cant even feel the eczema! its light and not oily at all! a great soothing lotion...especially for baby!,true,false,
R20LJ9C26WHNFV," Cleared up eczema",Sam,https://www.amazon.com/gp/profile/amzn1.account.AEGIBASIBUOMJQ6NBYCIVVRGVF2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 14, 2018",Cleared up my baby’s eczema within 24 hours. I now use it nightly and she no longer has baby acne on her face or eczema rash on her trunk. I highly recommend!,true,false,https://images-na.ssl-images-amazon.com/images/I/71XWmAMpWGL.jpg
RHS4Y730A7GLE," Fungal acne (malassezia folliculitis) safe",MaryCatherine,https://www.amazon.com/gp/profile/amzn1.account.AHWGPKPBH3NFNWZPKOXQDXU3AVHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 27, 2020","It's a bit heavier than I'm used to, but so far it hasn't broken me out. It's also fragrance free which is always a plus for sensitive skin.",true,false,
R3754FVKAAPG3L," Favorite baby lotion",Angela,https://www.amazon.com/gp/profile/amzn1.account.AF3UFOE2XO5EZOM3AKWDQRWZLZUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 12, 2021",This is my favorite baby lotion for my little one. It’s super moisturizing and free of fragrance. Our baby had severe baby acne during the first few months and now has a little bit of eczema and her pediatrician recommended this product. Now this is the only lotion I use on her and it’s become a part of our bath time routine for her face and body! Definitely will continue to buy it.,true,false,
R3UT3FV3AIVR24," BEST LOTION FOR MY BABY!",JR,https://www.amazon.com/gp/profile/amzn1.account.AFUFFKOY3O2CNHH7ALXTU5MTIXKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 9, 2019","I love this lotion so much! My daughter’s skin is sensitive and dry & I’ve used sooo many different lotion brands and none of them helped moisturize her skin. I randomly found this on amazon and decided to give it a try and I love this so much for my daughter! Her skin was so dry that it was starting to get rough and I thought she had eczema but once I started using this on her, her skin was baby soft again and I don’t use no other lotion except for this on her!! HIGHLY HIGHLY RECOMMEND!!",true,false,
R292MORGP9OLOE," Hard to absorb and not effective for my son's eczema",Bella,https://www.amazon.com/gp/profile/amzn1.account.AHS3XXAB7XHRT2XVBDGVAO5LJOYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"October 10, 2020","My son has very bad eczema and i bought it with the hope that it can help. However, it is not absorbent at all. I even massage for like at least 5mins after applying it on my son's face, his skin just doesn't absorb it at all. It is definitely not effective for eczema and not moisturizing the skin.",true,false,
R3URQ5RQ8ZLBMS," Good for sensitive skin; Fragrance-free",Grace,https://www.amazon.com/gp/profile/amzn1.account.AGKVXT4ZXA7PQGFWDTYGFF2SZKKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 24, 2020",This is great when it comes to sensitive skin. It also moisturizes more than the lotion. But re-applying is recommended as it is easily absorbed by dry skin. It isn’t sticky so it’s good. Fragrance-free too! Just a bit pricey than the other creams in the market.,true,false,
R314W1DBMDIGQJ," A good cream for sensitive/eczema prone skin",Lidabelle,https://www.amazon.com/gp/profile/amzn1.account.AGCKUBTU5S2O4FG346CFDI3R5XAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 23, 2018","Does wonders for my son’s sensitive skin, I like that there’s no fragrance which irritates his skin and cause huge red rashes. I haven’t seen an eczema flare up since I been using morning and night. I also use as a face and entire body moisturizer because it soaks right in and is not greasy at all. It’s very soft. No set of essential oils which I like since they nvr really do anything for my son’s skin. Would be purchasing again",true,false,
R10QSFHQUTBEY7," Great product!",Troy J Poretto,https://www.amazon.com/gp/profile/amzn1.account.AGNE6HJI6YU43LOZT2AISDQJFPAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 12, 2021","Finally found something that helped my baby’s eczema.
I know it is not 100% “clean” but definitely got good results after only 2 days of using it.",true,false,
RVBY4AU8SAVD8," Made my Face Extremely Red",Josephine,https://www.amazon.com/gp/profile/amzn1.account.AF6MZWIGLLKBTRNPHBOPQ54NQ5PQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"September 9, 2019","I must be allergic to something in this product. I am EXTREMELY allergic to ingredients, so it will probably be fine for most people. This product just made my face very red. I gave it a 1 because it didn't agree with me at all.",true,false,
R2B4X119RSXS7Q," Great product",StephSid09,https://www.amazon.com/gp/profile/amzn1.account.AE5S66TNQNB4M3AKXFDJ4JJ7MDKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 9, 2021","This is amazing. My daughter had a rash on her back that wouldn't go away. I tried all different kinda of lotions and moisturizers, and none worked. Except for this one. Within a day the rash was gone. Now I only use this. Will definitely buy again",true,false,
R35XZAF1SKMT9U," Great for eczema!!",Whit B,https://www.amazon.com/gp/profile/amzn1.account.AFA6V6YGDFIN7DONU5MRLH5J7KTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 13, 2019","I use this on an extremely dry, itchy, eczema prone baby. This cream reminds me of the aveeno nighttime cream. It makes my baby’s skin so smooth with no irritation and no scent. I use it 3-4 times a day with no issues and her skin stays moisturized.",true,false,
R2XWI7FF9GIYI4," Gray for my toddler, but says it burns.",Christina,https://www.amazon.com/gp/profile/amzn1.account.AFHP33ZYRD4AJVJU4RBYXPMIYQQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"July 11, 2018","My little has eczema, totally foreign to me as I’ve never had skin issues. This was recommended through a mommy group and it really does work. I see a flare up and put it on before she goes to bed, typically if I catch it early enough it’s gone by morning. However she does complain occasionally that it hurts. No tears, but she’s a tuff kiddo.",true,false,
RWZQRBP3S5AUN," Better than watery lotions",Ellie A.,https://www.amazon.com/gp/profile/amzn1.account.AHR3TET2KII3WJRMHJCT2ZLN3VVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 14, 2018","I really like this cream for my newborn. At first I was using the regular watery Johnson & Johnson lotion, but my baby's skin was still dry. Since I've switched to the Cera ve baby cream, my baby's skin is soft and moisturized. It is easy to smooth onto his skin after baths & it absorbs quickly.",true,false,
RKHO6X0BJMVF3," Best Moisturizer I've purchased",Tesia Rice,https://www.amazon.com/gp/profile/amzn1.account.AE3RRMP6KGJUPPDJCZE43QLSEMAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 19, 2019","I orginally bought this for my baby. He breastfeeds and gets these small red bumps on his face. I clean his face at least twice a day and apply this lotion and his face has cleared up.
I also have been using this on the dry patch on my face and it has definitely helped. My hands have been dry and cracked from washing them so much and I bought a cerave cleanser and have been using this lotion on my hands as well and they are doing much better. Probably the best lotion I've purchased. Moisturizes your skin without leaving it feeling heavy or greasy.",true,false,
R272Y8HMF7F2S," Pediatrician recommended, but it did not work for my child",Diana Soukounian,https://www.amazon.com/gp/profile/amzn1.account.AGLZU3V3HL6O5U7WOAWBLW3ILFFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 28, 2020","First, I want to explain my expectations: My son has eczema on his face that is getting worse from drool from teething. After explaining to my pediatrician that regular application of another cream/lotion was not helping, she recommended CeraVe Baby Cream. The product description does not claim to be for treatment of eczema, so I didn't think this would do. I was right. This really is just a basic lotion, from what I can tell.",true,false,
RINADP1QV0VYJ," Not for sensitive skin",Gabicita,https://www.amazon.com/gp/profile/amzn1.account.AGEKR7LPQYZAZJ3C2B25J6WLJYXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"June 25, 2020",I purchase this for my son that was getting dry patches on his skin. The first time I put it on it sting him and made it worse. Definitely not for sensitive skin.,true,false,
R1PWONIPXOH74R," Would recommend!",Perla,https://www.amazon.com/gp/profile/amzn1.account.AECN3XFGTAO6VPPC4F64W75DNK6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 29, 2020","Works for my daughter! My baby has sensitive skin and for a long time I was using coconut oil but she eventually became allergic and I was on a mission to find something that would work for her. After trying many different products that didn’t work for her, I found this cream! It has no fragrance, it’s thick(but not too thick) and it relieves her dry skin. Expensive but will continue to buy.",true,false,
R3UFIQH0QDZ33Y," Great for Eczema Prone Babies!",Kylie M,https://www.amazon.com/gp/profile/amzn1.account.AFDM5QZCGG3MDGFEQU2KOBY6AEWQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 30, 2020",CeraVe Baby line is the only thing we use on my eczema prone toddler since about 4 months old. I absolutely love it. It was only thing that we found that actually worked for her skin and this lotion is so thick and moisturizing if I continue to use on her new patches/breakouts at each diaper change there is a huge difference in just a few hours! 1000 stars out of 10!,true,false,
R21FWQSRV65816," The best!",Amanda,https://www.amazon.com/gp/profile/amzn1.account.AGCMLLNKQ33XYGUBGS5NK3VP7PEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 27, 2017","Our baby had a little dry skin/ something that looked like borderline eczema. We tried several other brands of baby lotion before we found this Cerave, which knocked our dry skin problems out within a week or so of consistent use. It's been over a year and we won't use anything else.",true,false,
R1NGAZD8W8ONSW," Great moisturizer",Joanna Smith,https://www.amazon.com/gp/profile/amzn1.account.AFSB5FHILK7MZIMJNBMFABRHXPOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 2, 2019","Using this for massages on my 6month old. I was looking for something without fragrance and limited number of ingredients. It’s a rich cream, very moisturizing, and had no reaction on her skin.

Will buy again, many times, for the baby and myself. :)",true,false,
R1FSS3XMMHZCVX," holy grail for my adult combination skin, not just for babies!",Careful Consumer,https://www.amazon.com/gp/profile/amzn1.account.AFY5R2VRDFZWBXRW4EK4HKW5K6YA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 26, 2019","at first seemed too thick, like vaseline, but it quickly and magically sinks into the skin leaving it perfectly moist without being shiny. a dime-sized dollop covers my face well. my skin has been so hydrated, smooth, and predictable since i started using this. GIVEIT A TRY. cerave seems to be 'my brand' as i also used their PM moisturizer to good effect (but i like this baby cream more) and still love their foaming facial cleanser. will never stop buying this stuff!",true,false,
R1INWHLX0KYA58," BEST thing ever for baby bottoms!!",Sparky,https://www.amazon.com/gp/profile/amzn1.account.AEUB4LNPG43XKDEDEC3KII34U2KA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 24, 2020","Wonderful for healing & preventing red baby bottoms! Not greasy or pasty, or hard to wipe off like other baby products......goes on in a silky thin layer & does the job! Only product I have found with 1.2% Dimethicone, creates a barrier against the next wet or soiled diaper! Worth the price because it works!",true,false,https://images-na.ssl-images-amazon.com/images/I/71OrZ7qkmKL.jpg
