review ID,review name,reviewer's name,reviewer's profile,review rating,review date,review text,verified purchase,vine customer review of free product,images
R10EQVD1SC9I69," GAME CHANGER!!",Deloria Kavanaugh,https://www.amazon.com/gp/profile/amzn1.account.AFVQ2JNO37SSHZYTGMMKU4PTOZCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 1, 2020","December 2019 my 2 year old was scratching so bad he was making himself bleed in his sleep. His elbows, knees, back & stomach was terrible with open sores & scars. We started using Vanicream baby soap & the sensitive lotion in November 2019 daily. By March 2020 his skin was CLEAR! I would recommend this to anyone! I have my whole family using the body wash. I even use it on my face it has my face so smooth & clear! It's so gentle! The lotion is so moisturizing! JUST GET IT!",true,false,
R283TKB6LCZ89K," perfect for eczema",HAYLEY GODWIN,https://www.amazon.com/gp/profile/amzn1.account.AE2R7GZQLYA3YBBCGF56RLV5J2YA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 29, 2021","This has significantly improved my 3 year old eczema. He had a bad flair for about 2 months and non of our go-to products were helping. The flair was on his face right near his eye so we did not want to use the prescription steroid creams. Fortunately we stumbled upon this brand and after the first application we noticed a difference. A few days later only a few small spots of eczema were left. We put it on him once or twice a day, usually right after bath time while his skin is still slightly damp. We used no other products on his face and this really cleared up the eczema. It worked so well I have switched his shampoo, conditioner, body wash, and hair gel to this brand.",true,false,
RAJVC0F5IKQSO," ...",Marissa Serna,https://www.amazon.com/gp/profile/amzn1.account.AEU5FN5RT4HTIGYR4N3ACEXRROGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"August 21, 2020","I bought this because my sons pediatrician recommended it for the eczema he had on his face. I tried it a few times but every time I applied it to his face he would cry in a way that made it sound like it hurt so I stopped using it on his face and only on his body. The only thing I use on his face now is the balm called Egyptian Magic, and I only use it on areas where he has eczema breaking out and it helps make it disappear in 12-24 hours. This stuff is still very moisturizing on his body in general although it doesn’t help much to take any breakouts",true,false,
R2UO64GBTOQJJI," Great product",Samantha,https://www.amazon.com/gp/profile/amzn1.account.AF3USV2APNXXFZ4F7MKNU56ZCL6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 12, 2019",I love just about everything about this product. It clears up my sons eczema in just a couple of days. Not 100% but you definitely see the difference and my son is less irritable. I wish it had a better scent. It’s not a horrible smell. But I guess that’s what you get for a product that’s for sensitive skin. I just like the baby smell other baby lotions give.,true,false,
R2HQ7TE68RWZFV," Amazing product!",Zach,https://www.amazon.com/gp/profile/amzn1.account.AGLWATJM5JKDK2JOT2NLASFLYMKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 5, 2019",I was recommended Vanicream by my dermatologist a few years back. I have extremely sensitive skin and have had a reaction to every other moisturizer I have tried. I am happy they have a moisturizer for my kids who also have sensitive skin. It is effective yet very gentle on their skin. I cannot wait to try the new baby wash. Thank you Vanicream!,true,false,
R119D28A7A9KRO," Awesome product, leaking container",ishanaba,https://www.amazon.com/gp/profile/amzn1.account.AERVQPQ4SAMT62GMAXQV4KLDBXXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"November 30, 2020","This product is really great. I would give 5 stars forthe product, but I reduced 1 star for the container. It broke 1 time during shipping.
And leaking.",true,false,
R1A2IN3UDVU2JB," Best product for babie’s sensitive skin👼🏼",carla nolasco,https://www.amazon.com/gp/profile/amzn1.account.AGQCHIN6INURWRDPI5OGQBSVGXDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 27, 2019",My baby was having very bad rashes and bumps on he’s face and the doctor gave me a sample and he’s skin literally got better with only 1 use. He’s skin feels smooth compare to when I use other brands. I love how Amazon delivered my order so quick I feel like they prioritized and knew the order was for a baby and they rushed it to my home. Thank you 🙏,true,false,
R1L6KU8WWQ59D," No Protective sealing.",Sarah,https://www.amazon.com/gp/profile/amzn1.account.AGHUDJ37E567SETKUBFJM7NH3BAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"March 12, 2020","When I received this product I was really excited to try it. However, I opened the box which came damaged, and realized there was dried old cream all over the bottle. As I opened the bottle i saw there was no protective ceiling which makes me uncomfortable using on myself or my baby. I returned this product immediately.",true,false,
RU4WCE21Q3T3X," great for keratosis pilaris",Gabriel,https://www.amazon.com/gp/profile/amzn1.account.AG2S2DLAAQRX7FCVSZJ6YMLPERUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 16, 2020","This cream is awesome! My 18month old son has keratosis pilaris and this seems to calm his skin and keep it in control. His pediatrician highly recommended it. We've tried the Aveeno baby cream and it didn't help for his skin. I love the pump and the big tub. Makes the cream applying on a toddler really easy! It is expensive, but well worth it in my opinion.",true,false,
R3NF6JLI99G7ZZ," Good stuff!",Amanda N. Schnell,https://www.amazon.com/gp/profile/amzn1.account.AHM2XNVB4RHO2DQQ3V7S23OGYPBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 28, 2019","This worked for my baby, but it is a thick cream. Pediatrician recommended it for baby’s rough patches. No complaints, definitely helps with eczema!",true,false,
R377WNH2OXLCTR," The best cream for baby’s sensitive, allergic skin!",Minttu Ovaska,https://www.amazon.com/gp/profile/amzn1.account.AHEBXSG7LXKXI4HUVA7OSDPTQ5FQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 2, 2020","This has been the only cream that has worked on my little one’s sensitive allergic skin. Within a day of first use, his rashes cleared up and his skin has been getting less and less rough with every use. The cream is very thick so it takes a little while to absorb but it stays on the skin well, forming a good, non-greasy, protective barrier. This will be our go-to cream going forward!",true,false,
R1PV0V298XC10Y," Great for eczema",Amy L Strasburg,https://www.amazon.com/gp/profile/amzn1.account.AEOMUBVLWVJ5A2BGJGFINEGM2FXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"November 17, 2020","Awesome for kids with Eczema! Add the lotion after a bath and it pretty much cured my child’s eczema. Gave 4 stars only because of the price. It appears the ingredients are the same as the gentle face wash, but this body wash costs more. I now use the face wash as a body cleanser for my kids and it seems to work the same.",true,false,
R14XGKVISJVMUQ," Great for sensitive skin! Doesn’t leave skin feeling tight",HMS,https://www.amazon.com/gp/profile/amzn1.account.AF5VA6U3UCMVGR6NEYFCJWFH4E7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 8, 2020","I absolutely love all Vanicream products. My baby niece has eczema, and I bought this for her as a body wash. It can also be used on the face and as a shampoo. This has the same ingredients as the gentle face cleanser, so if you already have that, then you can use it instead of this body wash",true,false,
R3JZOPOM89JZ3J," For the kids 3 yrs & 6 months",Ralph pizarro,https://www.amazon.com/gp/profile/amzn1.account.AERFG2SDKUQLDM4ABNRGIWUC7PHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 27, 2021","I got this lotion for my two kids, because the cold was drying out their skin. It worked like a charm and got rid of the angry red dried out skin completely.",true,false,
R2K1SYESH8FQJ," A Must have for dry skin",M. Jax2324,https://www.amazon.com/gp/profile/amzn1.account.AFAXTLW54UM23SA77AQWLERW44ZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 23, 2020",My 3 month old and I both have eczema and this moisturizer feels great on our dry skin! It’s a little greasy but I highly recommend for dry skin.,true,false,
R19E7DUIJDARVR," Great for sensitive skin!",Cham Nguyen,https://www.amazon.com/gp/profile/amzn1.account.AFAAUJJXPAMTXPZM4URL7UBR7VMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 11, 2019",Works great for my baby’s eczema !,true,false,
R24AZ8OKP878AJ," Great for Eczema",Ashley,https://www.amazon.com/gp/profile/amzn1.account.AFWNEALG627TAKIP2L7FKE6SHJXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 14, 2020",Used on my 5-6 month old and worked within 10 days applying twice a day to treat moderate eczema; it completely went way.,true,false,
R14RC7I7QP6L1Q," Contains BHT--supposed to be free of harsh chemicals?",Sarah,https://www.amazon.com/gp/profile/amzn1.account.AHKMHS2XOX62OGI3V2H2SS3HJF7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"May 15, 2020","So disappointed that this has BHT in it! I didn't even think to check because I use the adult face wash and it does not have this ingredient. I noticed once I received it. This totally defeats the purpose of this line being ""free of chemical additives"" that buyers are obviously trying to avoid. Won't be using this on my daughter!",true,false,
RYKZVWTBSERES," Works for baby eczema",Tabitha Wilson,https://www.amazon.com/gp/profile/amzn1.account.AGWF5WHHFQYS5IBTXYRFAYSZUNCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 1, 2020",This is one of the only soaps my sensitive baby can use without breaking out. We love it.,true,false,
RRJSM7WSYBFOZ," Very impressed with the new packaging",Kindle Customer,https://www.amazon.com/gp/profile/amzn1.account.AEYDSBUKLXGB5D5UDJ5XBCKRC77A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 14, 2020","It came in a box, no broken or spilled cream, loved it!!!",true,false,
R3JTZ9JVR3886T," Great for dry itchy toddlers",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AF6A665IJ5EXDY7NK6K6VHQARXZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 8, 2020",Healed my sons dry itchy skin! He’s 2.,true,false,
RDR7NFA8LH3NV," Less Scratching",Leslie F.,https://www.amazon.com/gp/profile/amzn1.account.AGJHT7XM5NONQZ537O46WXI3PXPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 25, 2020",My son suffers from eczema and the dermatologist recommended this body wash. After a week of use his redness of his skin has gone down and I have noticed him not scratching as much. This will be our go to body wash going forward.,true,false,
RYDM5AEHS9SXI," great product",Aj,https://www.amazon.com/gp/profile/amzn1.account.AF3K52CUQUKFBRBVGHQB7JOGDVZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 13, 2020",Works well for sensitive skin for kids,true,false,
R260HKEZ4WNEJ1," Good.",Christopher O,https://www.amazon.com/gp/profile/amzn1.account.AG7GDIUY5OMXRI4SCQLBNYETKWWQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 12, 2020",Does it job.,true,false,
R1PVXJ53I6AHSW," Great product, but broken spout on arrival.",Niecy,https://www.amazon.com/gp/profile/amzn1.account.AG5QC2HTGTYLGTSRBK3GJOJ7RNOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"October 31, 2019","Great product; however, it arrived and the spout was broken. Not a big deal for some, but kind of a big deal for this mom with a newborn who has to screw the top on and off constantly for each use. I really needed the wash (ASAP) or else I would have exchanged it.

If your kid has eczema, this product is for you!",true,false,
RD2HTC5YBR9IW," The go to lotion at our house.",Jackie Keegan,https://www.amazon.com/gp/profile/amzn1.account.AFNQCC4AB42PH7JBVM6R2EX3SWEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 4, 2020",My son has very sensitive skin. This has been the only lotion that has worked with his eczema. We also use the baby wash too. It’s a must that we have both for him.,true,false,
R5YB7MBZN64B0," The best for sensitive skin and body parts",Rita Sanders,https://www.amazon.com/gp/profile/amzn1.account.AHLBHIYVMDRELM6HTXD2XURNXXRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 4, 2021","Great for sensitive skin, even for adults. Very happy.",true,false,
R1CX5AEF4UIA90," Good",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AF4SUH7A2SHQAKAJ6SMYAW4DTZ3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 14, 2019",Perfect for my sensitive child,true,false,
RR27PWPE8UPL9," Love this cream",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AF6D2STREENPUNNJLLTG7ASRHZ4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 14, 2020","This cream works perfectly on my babies skin and has healed his dry skin. I use it twice a day, sometimes three.",true,false,
R16653YAAVVCL0," Very good for eczema",Saj,https://www.amazon.com/gp/profile/amzn1.account.AHCPRDEIUQFVEUGKS44KQI6HRIDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 4, 2020",My son tolerates this better than other brans.,true,false,
R1USVNPJAEUT86," Great for sensitive skin",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGGTNOLPB7SDZCZDTJGVVTWH4E6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 25, 2020",This has worked awesome for us.,true,false,
R13WBLTC5SW59R," Safe for eczema, gentle wash for babies hair and body",Marlene,https://www.amazon.com/gp/profile/amzn1.account.AFKSJ7ZQFYMZ6LR7HAJMXRO54DDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 11, 2020",My baby has eczema and this is the only product I can bathe him in! It really helps his skin and I apply the Vanicream lotion on him after his bath. Great product and great price 😊,true,false,
R34H8QT9AQELUE," Get the regular wash",Stephanie,https://www.amazon.com/gp/profile/amzn1.account.AECVFPLI2K7Q75GM4MT34CDU3DCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"February 1, 2020","The regular body wash is better, smells better and seems to be more moisturizing than the baby wash.",true,false,
R3406JLDN0OL0Y," Difference on the 1St try",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGRN346EYN2CEOZ7FGUXI6GMR5JQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 21, 2019",Baby’s face felt better after one use,true,false,
R2GYA7TDX6RVI2," Pricey!",Tony,https://www.amazon.com/gp/profile/amzn1.account.AFPMIE37JCQEYG3Z3QXUJQH3KTAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"September 9, 2020",I think it is so expensive for this little bottle.,true,false,
RZLF0VQPUIRC4," Great lotion!",ACJ174,https://www.amazon.com/gp/profile/amzn1.account.AEVEQJ4OUNHL4W3C4WJ5KWPGTCNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 29, 2019",Moisturizing but not heavy. This is great for sensitive skin. Will purchase again!,true,false,
RBT9PN0ZPCLHZ," Best stuff ever",Sarah Juno,https://www.amazon.com/gp/profile/amzn1.account.AGES4FKF63ND5NU5CQNADJMBE6CA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 8, 2020",My son has awful eczema and this really helped him,true,false,
R3EC0FIPD10TR2," Only wish the bottle was bigger.",Alondrea Hill,https://www.amazon.com/gp/profile/amzn1.account.AGGLWZ43KPYCJHH34B4NWHBE2NSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 14, 2020",My baby has severe eczema and we use the vaniply and creams. this wash doesn't dry out or irritate his skin. Only wish the bottle was bigger.,true,false,
R1RE8SRMK2OABV," Safety seal",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGLJHO6GKYB2ODASQB26NO2OLPSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"August 12, 2019",I didn’t use it on my baby’s skin because it wasn’t a seal on the container.,true,false,
R3UW2OM2G2P9E6," Works wonders!",Pete M,https://www.amazon.com/gp/profile/amzn1.account.AGG64M7YUVFZS5R5WT56U2VHED4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 2, 2021","Works wonders for my baby’s sensitive skin. Keeps it soft, and does not dry out his skin. We use it in his hair too. We have tried several and LOVE this one.",true,false,
RIGE7DW5V3Y8Q," Will definitely order this again.",Debbie Keller,https://www.amazon.com/gp/profile/amzn1.account.AGOLC7MKFVV27CQV6GFUJI6JOM2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 16, 2020",Recently diagnosed with eczema. I'm very happy with this product.,true,false,
RQMNSQHINHUH7," Great for babies",Allison Ramirez,https://www.amazon.com/gp/profile/amzn1.account.AETKGRBOS5I4YPZO2QQB4JMRR6UQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"July 22, 2019",So far it's working for my daughter.,true,false,
R1MNF349867X3C," Best",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFVVII74UEKVN75QNUO33WHK22IQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 22, 2020",Only cream that helps my daughter's exzema,true,false,
R3CDCIVU87XM4E," Good buy",Tauqeer Iqbal,https://www.amazon.com/gp/profile/amzn1.account.AHX35CTQBLVNTSKDNTMD2YYEY7JA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"November 3, 2020",Good product,true,false,
R2Q8B7KE2QEGJN," This stuff is garbage",Marco,https://www.amazon.com/gp/profile/amzn1.account.AE7MI3EYVWDR7PIMVJCQADBA77UQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 5, 2019","Tried using it on my little girl and it had zero effect. The good news is that it didn't have an adverse effect but not at all what it advertises at. Perhaps it will work for you, I however give it a double thumbs down. And will keep searching for something that actually works.",true,false,
R3OXHSFWEZAZVT," Works fast",Jessica Reagan,https://www.amazon.com/gp/profile/amzn1.account.AG6VQ24OHFOKVPLSLBPIPSEB7VAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 21, 2019",After using it just a couple days my baby’s skin wasn’t dry and flaky anymore,true,false,
R2I7UO8E2O0ADQ," Package issue",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AEGK6FNQUPZHIDY32IOK7MLABKYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"December 28, 2020","The moisterizer was good, but was delivered withbroken lid..",true,false,
R2E883X2MJN9OY," Absolutely amazing!",mina kim,https://www.amazon.com/gp/profile/amzn1.account.AGZTABXDFZ3VQMVEL264F4ZMJAKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 26, 2019",Absolutely love this cream and I am a very picky consumer. My daughter has eczema and it does its magic.,true,false,
RYQQJVPUHM80E," A must for dry skin",KJJ,https://www.amazon.com/gp/profile/amzn1.account.AEGE4IAYIHKRS4GYZIG6ECHDI62Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 25, 2020","The product is very good for my baby. However, the package was delivered damaged, there was a crack in the lid",true,false,
R1OYQWNGT7ND4W," Great brand.",clara gudel,https://www.amazon.com/gp/profile/amzn1.account.AGC55TBKSJK5CUDNKBEJDVZYWYGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 20, 2019",Love it! Wish they had a bigger baby line.,true,false,
R3H7EDGOO8715L," Great!",Dee,https://www.amazon.com/gp/profile/amzn1.account.AFA7YFBCBIMSFAH6KBK3XBMCSBJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 21, 2019",Love this! My skin feels so much better!,true,false,
R3L7SPL3R4XVI7," Locion",Carolina Medina,https://www.amazon.com/gp/profile/amzn1.account.AH4S2IBMOZHUNTL526J6WHNF4WUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 15, 2020",Perfecto para mi condición,true,false,
RY6BHL7N0VX6R," Love it!",Linda,https://www.amazon.com/gp/profile/amzn1.account.AEFIMCYQBO4CUOZJHVI5J4QKKTVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 4, 2020",Just what i was looking for in a moisturizer. I even use it on my face!,true,false,
R1QQQ74ZMEJEPG," Good",Deepika,https://www.amazon.com/gp/profile/amzn1.account.AH4XAF52QA7KN2RZ4FJRWEQJO4LQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"February 10, 2020",Good,true,false,
R398IY9A3987BZ," for sensitivity",Cynthia Ward,https://www.amazon.com/gp/profile/amzn1.account.AEZ6KZ33NSRFATHN6K42LJI6OJVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 4, 2020",like the gentleness of the product,true,false,
R1XRCDIMEOIUBC," Great for excema",shuntear Burton,https://www.amazon.com/gp/profile/amzn1.account.AEGXDCOMYAKWZ2OSBJO56US7GUCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 12, 2020",Good,true,false,
R23YT1BA0ZL73F," Moisturizer",Pat Doran,https://www.amazon.com/gp/profile/amzn1.account.AFGVXTRJCP364IA47ZSDYC36HEVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"December 5, 2019",Good product.,true,false,
RSNIJEZULDRNK," Best donot waste $ on any other creams this is the best",kyle furlow,https://www.amazon.com/gp/profile/amzn1.account.AFBYEKWNPDZJORX27LXTRL7R34CA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 11, 2019",Best lotion ever!,true,false,
R3G3MAZH5ABZ29," The",Claudiane,https://www.amazon.com/gp/profile/amzn1.account.AGCVGST4XK7R5QL6LL35DEA3XU7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 12, 2020",I like,true,false,
