review ID,review name,reviewer's name,reviewer's profile,review rating,review date,review text,verified purchase,vine customer review of free product,images,image 1
R27EHGEHSS63KB," Love this stuff",Alaina,https://www.amazon.com/gp/profile/amzn1.account.AGVALLEKPYKAUXQEWQEVHF2LJPKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 4, 2021","This stuff is amazing. It works great for dry skin, baby acne, eczema etc. I had my little one back in September 2020 and he had baby acne. He also gets dry patches. Being my sixth baby but first to have these issues I went on Amazon to see what I could find to help. Then I came across this stuff. Read the reviews and thought to myself okay I'll give it a shot. Sooooo very glad I did! His skin is healed! Eraorganics super balm works amazing! It has a chocolate scent to it but not overpowering. I recommended it to my sister in-law because my nephew has REALLY bad eczema. Guess what? It healed his eczema! So happy!! I recommended it to everyone. I ordered it for a second time and will continue to order this as long as they sell it. Love love love this stuff!",true,false,,
R1B941HSBNK2II," Product doesn’t work",KentuckyGirl_AK,https://www.amazon.com/gp/profile/amzn1.account.AEDKPHXIKSKSDRKS3HAR4WRI2Y6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"September 19, 2019","I order this item for my sons eczema because of reading the reviews. When I received, I put it on him in the evening and his skin was already irritating him quite a bit so I was expecting him to wake up in morning and most of it he cleared up. In the morning, it was not better at all from the night before. It wasn’t necessarily worse but it just didn’t do a thing to help. I would not recommend this product at all.",true,false,,
R1ZAOIYP5B3869," IT WORKS!! (Worth the hype)",Atska808,https://www.amazon.com/gp/profile/amzn1.account.AHMDK3ROZOZMIQ2N6WUGKYZGDVJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 22, 2020","So I found this on accident, not even looking for something to clear up my baby’s mild rash (originally for the 4oz jar, which I didn’t want to commit to). But I put it on my wish list for “just in case,” while I used babyganics every day infant lotion, a cleansing oil for cradle cap & my go-to for skin issues, vitamin e oil. Then her rash got worse & she developed a drool rash on her chest. By then the 4oz jar was no longer available & I still didn’t want to commit to a $15 jar of something I’d never used or heard of before. I bought something else (cheaper) that was supposed to be great for rashes & non-burning. It arrived, I put it on my baby not thinking anything would happen & she screamed like the dickens (bc it prob did burn 😞).

Then I bought this. It was back ordered & I anxiously waited for it to arrive; it finally came several days ago. I slathered it on after her bath & the very next day the cradle cap on her face improved. I bathe her every other day so as not to dry out her skin, so I skipped a day - then forgot after her next bath. I didn’t even realize until just before writing this review that the cradle cap on her face was almost all gone. It’s only still very mildly on one cheek (but she rubs her face a lot & especially rubbed that cheek after I put it on). So I only used it ONE time & it cleared up her facial cradle cap & chesty drool rash. It also has a semi-cocoa kind of smell (reminds me of a chocolate scratch & sniff sticker). And I know it doesn’t burn bc she didn’t cry at all when applying — & she is SUPER fussy. I didn’t like spending so much on something I wasn’t “sure” of, but this stuff is absolutely worth it bc it actually works (when many others failed). I’ll be back to buy the diaper balm, plus lotions for eczema for my older kids.",true,false,,
R32A1BP4572LR8," Miracle Cream",Mikayla,https://www.amazon.com/gp/profile/amzn1.account.AHV2LTY5DGOIDN5DNSZC6NGZO3XA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 13, 2020","Wow, you guys. This product is an actual miracle cream. Nothing was working for my daughters skin - aquafor, plain petroleum jelly, Vanicream, Aveeno for sensitive skin...Her face started out with bad baby acne, then the Dr. told me to wash it daily with baby soap (never even mentioned moisturizer) because she was producing too many oils and I need to wash those oils off. It got significantly worse within a couple days. So I tried this cream based on a couple friends recommendations and it’s worked WONDERS in just 48 hours. You will see the before and after pictures of just TWO DAYS of using this cream. Amazing. My babies beautiful buttery soft skin is back. Highly recommend!!",true,false,"https://images-na.ssl-images-amazon.com/images/I/71Zhc0Ft7WL.jpg
https://images-na.ssl-images-amazon.com/images/I/81RqcFPu+aL.jpg",https://images-na.ssl-images-amazon.com/images/I/71Zhc0Ft7WL.jpg
R31KSXMWCGAGWL," I swear by this product",Kaye Jaye,https://www.amazon.com/gp/profile/amzn1.account.AGJWS4WWGRZQ6EGHCYVIQQGAMZKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 2, 2020",My son had broken in out in what I believe was a terrible heat rash from sleeping in footie pajamas under heat. But he also has eczema so he gets these dry patches and he just just feverishly scratches. I had tried everything. The only thing ever worked was something he had prescribed but it still wouldn't give his skin moisture. I was really nervous about putting anything new on his skin because his skin is super sensitive. But i tried it and I'm so glad. The first two pics of him are before the last three are from 2 days later. The patch on his leg is after as well I forgot to take befores but it was dry cracked and bleeding. Its so smooth and moisturized now. I can't express how much I wanted to write this review. I hope it helps someone like it helped us. We hate to see our babies suffer. LOVE this stuff.,true,false,,
R3VAVTTGLXRT5S," Excellent product...just didn’t heal my baby’s eczema",BeJay a.,https://www.amazon.com/gp/profile/amzn1.account.AGZN6TNRQKMX6AHWTMIPB7QR3IPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"April 17, 2018","I was so pleased to find a product with all organic, natural ingredients for our 4 month old’s eczema. I was eager to try it after doing lengthy research about what things to look for in an ointment/salve for baby eczema. This one pretty much had all of them! It smells wonderful - like chocolate (due to cocoa butter being one of the ingredients). It goes on quite greasy (which is to expected with the different oils and such that are in it), but absorbs into the skin in only a few minutes. A little bit goes a long way too - which is nice, since this balm is a bit pricey (as it should be for all organic, natural ingredients!) The only reason I’m rating it as 4 stars instead of 5, is because unfortunately it has not cleared up my baby’s eczema. I’m so sad about it! I feel like if there was anything out there that would’ve been able to aid in healing (besides steroid creams, chemicals, etc. that I want to avoid for his delicate skin), then this would’ve been it. At least for now I can say that with applying it 3-4 times per day, it has not gotten any worse - which for now I’ll take! And I wonder if there may be more internal factors affecting it that external remedies wouldn’t help anyway - (dairy sensitivity possibly?? I digress.) And the dry skin on my own hands is banished! I will definitely purchase this balm again and recommend it to others looking for a more homeopathic remedy for eczema and dry skin.",true,false,,
R3TB1GC7W0BLH1," I had great results adding a drop of each of the three ...",Sovanny,https://www.amazon.com/gp/profile/amzn1.account.AH7DZ6GECRBSSUIH66T3T7QKH4MA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 29, 2017","I used to use expensive products from Macy's for my sensitive and pimple prone skin, and my facial pores would improve for a period of short time, if at all. Since last year, I switched to using Cetaphil moisturizing cream (originally for the body) on my face after seeing my coworker's face look so fresh, clear and youthful after using Cetaphil moisturizing cream. I had great results adding a drop of each of the three essential oils (lavender, frankincense, geranium) to the cream for each application. My scars improved and my skin became so clear and nice, I noticed it and people would tell me. This organic healing ointment (motivated by effective A & D ointment) does the same. It is safe to use, and I apply it twice a day, morning and then night. I apply a thin layer all over my face , give a little time for my skin to absorb it before I add sunscreen mixed with mineral foundation powder to my face. No breakouts. Not oily. My face is happy! I also use this ointment on my arms, neck and entire body. It makes me feel good that I take care of myself with a safe product. My skin is hypersensitive and I get rashes easily, so I'm grateful that this product calms my skin and gives me no adverse effects but moisturizes my skin, and keeps it bright, clear and smooth. Thank you for this wonderful product! I would get it for mother and staff who suffer from chronic skin problems (psoriasis and easy breakouts in hives).",true,false,,
RJQNF6SBV7ILH," AMAZING STUFF WORKS WONDERS!",ALW,https://www.amazon.com/gp/profile/amzn1.account.AFQI3BE3LWCLTJDJTVBZQ3RYJSKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 12, 2019","THIS STUFF IS AMAZING!
I didn't think to take before and after pictures but my little princess had bad bad eczema and baby acne. She also had heat rash on her arms. I used this right after bathtime, and it calmed the redness and swelling immediately! The next morning her face was cleared up! I put a bit in her diaper area she was a little pink(that right before a rash hits stage) and was back to normal in the morning. I also used this on her cradle cap with her second bath and it seems to have cleared up as well! I bought this from the other reviews and photos they are ALL TRUE believe us buy it.
Yes it smells weird, like peanut butter(but has no nut products in it) and multivitamins. Not bad but weird. I didn't buy it to smell good and neither should you it totally does what it says it does. The jar is small you only get 2oz but a little goes a loooong way. Worth it.",true,false,,
R391JMLO61CS13," A Good Overall Balm",Kindle Customer,https://www.amazon.com/gp/profile/amzn1.account.AFA6KJYMSVT2WLDM7BPCG32KCIPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"January 27, 2018","The first thing that stood out to me about this product is its packaging - SUPER cute. The best thing about it is that it completely organic and natural. Besides that, I like that it doesn't have an overwhelming smell (though they could make it smell like something besides waxy... if that makes sense?). I use this on my daughter, usually after bath time. She doesn't have any issues such as cradle cap or baby acne but I like to be proactive. I don't use much, but that is also due to how many times you have to swipe your fingers across it to get enough product to use. <-- That's probably the main downside for me. What's funny to me is that I bought both this balm and their diaper balm and there really isn't TOO much of a difference between the two! Honestly, my husband and I have used this on ourselves when it gets dry and our skin starts getting affected and it works fantastic. A good overall balm.",true,false,https://images-na.ssl-images-amazon.com/images/I/71PlsrUPeqL.jpg,https://images-na.ssl-images-amazon.com/images/I/71PlsrUPeqL.jpg
R2FH7XKKZXA40Q," Made eczema worse",AA,https://www.amazon.com/gp/profile/amzn1.account.AHPSF4YFBY5IRXHMD3QUA6GK5J4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"September 28, 2020","For something that’s supposed to have real calendula oil I it, this product should be a lot darker/oranger in colour.

I got this for facial eczema, and alas it made it much itchier and much worse. I think it is too heavy for facial skin, along with just too many ingredients.",true,false,,
R1EM516YS8XJA1," It’s great for sensitive skin.",Tia,https://www.amazon.com/gp/profile/amzn1.account.AGIVSHYAORFD4T3YPLLOXS6DZ4BQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"November 12, 2020","My 19 month old son has struggled with eczema since he was just a few months old. We were able to get rid of it on his body but on his face it was more difficult because of safety precautions. We didn’t want him to run steroid cream into his eyes. We used this for 24 hrs applying every 3-4 hours. It did improve the redness and puffiness a lot! We are hoping it’ll also fix the dry bumpy look but only time will tell. I can say I’m hopeful considering we have only used it for less than two days and there’s been improvement already. As of today, I’m glad we purchased this and I would recommend
It!",true,false,https://images-na.ssl-images-amazon.com/images/I/61MkSEzmeDL.jpg,https://images-na.ssl-images-amazon.com/images/I/61MkSEzmeDL.jpg
R7A4KEBC73NEP," Worth it!",Jade,https://www.amazon.com/gp/profile/amzn1.account.AG3WIIUNSOAIRWSWJYG3J5HJTLFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 21, 2020",This balm was recommended in my moms group for cradle cap specifically and my little guys was starting to get bad. Once I saw it was also good for baby acne I was sold on trying it. Within one application after his bedtime bath his cradle cap was almost unnoticeable by morning along with his baby acne! I also use it when his little butt gets a little red and I think it has helped prevent diaper rash. I will say this product has more of an ointment/greasy feel which is why we apply at night on face and head and wash off with a wash rag in the morning. My son has sensitive skin and this product has not caused any irritation for him.,true,false,,
R1NZLT6319D19I," It works! Highly recommended!",Lana,https://www.amazon.com/gp/profile/amzn1.account.AHIGFQCXEXAZUNWGYECXWUVTQZAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 3, 2018","My 8 months baby developed some redness on her abdomen and chest and dry peeling skin. She was diagnosed with eczema. Her pediatrician said to try different moisturizers and see what works. I tried Honest company lotions and Shea Butter lotion, coconut oil etc. The redness only seem to increase. I purchased Era Organics Healing Balm after reading positive reviews on Amazon and to my surprise IT WORKED! (I was skeptical) After first use I noticed a significant reduction in redness and dry skin. Today is the second day of using this balm and the redness is barely visible. I keep applying this balm to keep her skin moisturized. I am applying it every time I am changing her diaper.
What an amazing product! By the way, It smells like a delicious cocoa candy, very light and pleasant scent. And the price is very affordable compared to some other organic products offered here on Amazon. I am a highly satisfied customer.",true,false,,
RS2M7EBDSOB7F," after Efudex",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AEXIH7M55I4V6V6IMVWE6M6DHUUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 9, 2021","A dermatologist prescribed ""field treatment"" of Efudex for my known and unknown actinic keratoses which must be a lot like smearing napalm all over your face twice a day for a month. After 26 of the required 28 days, my Dresden-like face couldn't tolerate any more and I was desperate for something to soothe the extreme discomfort. I wasn't keen on using Vaseline which is the recommended balm. This stuff did the trick. I couldn't wait for it to appear on my front porch and after Alexa told me it had arrived it was all over my face making me feel better within 2 shakes. For the past week, I've been applying it 3 and 4 times a day, making my hair and pillowcase a greasy mess, but making it possible for me to function. I really value this stuff and recommend it for people in my situation.",true,false,,
R2GB3D7RMLFB0O," Works miracles!",Ashley Bleau,https://www.amazon.com/gp/profile/amzn1.account.AEUG7A5K4BWRSQGDMBQ6Z4AQA4JQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 15, 2021","My 2 year old and 2 month old both had cradle cap this winter. The baby’s wasn’t as bad, just a bit of flakes, but the toddler’s was terrible. Very thick brown build up all throughout her scalp. This stuff combined with Mustela cradle cap shampoo I bought and a cradle cap brush worked beautifully. I saw a difference after one use, then after a couple weeks, it is totally gone! My 2 year old has particularly sensitive skin as well as eczema, and this did not aggravate either condition in any way. I also tried it on a few of her eczema spots on her elbows and knees and it seemed to really help with that as well. What a great product! I had heard about it before and I regret not trying sooner. This will always be in my medicine cabinet from now on.",true,false,,
R3A3AJFZYKLGB7," Cured cradle cap in 1 day",Sarah Smay,https://www.amazon.com/gp/profile/amzn1.account.AFTFK7MWUMW3ZBJEEFJJTUBVUDIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 9, 2018",My 2mo baby had terrible cradle cap with big yellow scales all over his head and also an inflammatory component that was bright red and itching him to the point that without mittens he was clawing his head and his doctor had us putting hydrocortisone at night and was still terrible. I used this product 3hrs before washing his hair with the Bella B Cradle Cap Bee gone shampoo. With using this I was able to use a soft silicone brush and wash away almost all of the scales and the rest combed out easily. I reapplied after washing his hair. The next morning no cradle cap reappeared and the redness and itching was completely gone. Im not sure which product was the miracle worker or if it is the combo but we have been continuing to use that shampoo nightly with the era superbalm after and have had no more cradle cap!,true,false,,
R3TY4AHFIHWFQN," Best purchase ever",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFZX2OW7U5TXOQIHCBAFS6DGTSPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 16, 2020","This stuff is AMAZING! My little guy had horrible baby acne and eczema. Was so heartbreaking to see him like that. I use this every night on him and the next morning it’s like he never had it. This was the best purchase I have ever made! I also use this on dry patches of skin I have had and it works perfectly on me. Used on a heat rash my 6 year old had this summer and it went away quick as well. My daughter had a mark on her face we could not get to go away and after a few times using this... it’s GONE!

Seriously... don’t hesitate, buy this!",true,false,,
R3IC1CRQF9H4AR," He has bad eczema all around his eyes",John Morley,https://www.amazon.com/gp/profile/amzn1.account.AGOQZ2ZQIA6KPNQP37EQTRYMTDJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"January 15, 2017","I purchased this for my 4 yr old. My doctor wants me to use harsh creams that the pharmacist tells me not to use around his eyes so I was looking for a safe alternative until I can convince him to refer us to a dermatologist. He has bad eczema all around his eyes, groin and legs. It's helped a lot for his groin and legs but it's not as helpful on his eyes. It's better than what I had been using on his eyes and at least helps keep him comfortable, doesn't burn and doesn't have major scales. It has healed up some spots completely and some spots you just see a slight discoloration but it's not scaly and those spots don't bother him. His groin is pretty much back to normal now but I have to apply it every day. My kids both get chapped faces in the winter and especially around the outside of their mouths. This stuff will heal it up in a day. I've also used it on some minor scrapes and it helps with those as well. We've been using it for around a month. I was hoping this was going to be our cure all but at least he's not crying and squirming in pain anymore. I also like how it's multi purpose. I rely a lot on reviews so I wanted to try to be as helpful and honest as I can. I've tried a good amount of products already and it ended up being a waste money. At least with this product I don't feel like I wasted money because it has helped better than all the other stuff we've tried so far.",true,false,,
R1LQHIVM18ST5L," DO NOT BUY ! Buy from the actual seller not through Amazon.",Deb21,https://www.amazon.com/gp/profile/amzn1.account.AHLEDUOAARO4IJ2AB7R7CAFKP4JQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"February 7, 2021",I wish I could have given this balm no stars at all ! Up currently watching my daughter finally sleep after being through such a traumatic experience. This is not my first time buying this balm. I’ve literally feel in LOVE with this balm. It literally was the best thing since cooked food. But my love has finally come to an end. I usually buy this balm for my daughter whom is currently 1. She has been using this balm since she was 7 months but I always brought from the actual ERA Organics site. One day I realized I was running very low on the balm and my next batch wouldn’t come in time so once I saw Amazon was selling I quickly added to cart and checked out. I received my balm February 6th it is ONLY February 9th and I’m here to spill the tea ! This balm is by far the WORST balm I’ve ever brought. This balm sent my daughter to the hospital. It inflamed her groin area so bad she literally wouldn’t stop crying and nothing could soothe her. I wish so bad that I could attach pictures but I won’t. Please save yourself the agony and buy from ERA Organics website directly!,true,false,,
R1Y82LB8JMNFZO," Take Out The ""Healing"" And You're Left With Just An Ointment...",incredibun,https://www.amazon.com/gp/profile/amzn1.account.AGQ74KU6TCW4SWHWYWDBGSUUSYNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"June 9, 2017","Unfortunately my 9-month old daughter's face reacted adversely to E-ra Organics' Healing Balm. She first developed a rash on her forehead which gradually spread to her eyelids and nose. However, the balm cleared up the stubborn patches on her chest. I'm so disappointed; I was hopeful after reading so many positive reviews on Amazon.com that the balm would ""heal"" my daughter's mild eczema but instead made it worse, at least for her face. Customer Service promptly responded to my emails but nevertheless returning this item for a full refund. Mustela's Stelatopia skincare line restored my daughter's delicate skin overnight.",true,false,,
R3KBSBK6CO94SK," Skin reacted badly",Brenda Santos,https://www.amazon.com/gp/profile/amzn1.account.AGX27EWSTT2UKEEMLS2UTRRBZ6WA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 2, 2019",Very disappointed. I wanted this to work for my 4 month old son who has eczema but it only has made it WORSE! Despite being a natural product his skin reacted bad to this product. I don’t recommend it.,true,false,,
R2JZ1NM87XBCQY," Effective for toddler's eczema. Very healing.",polecat,https://www.amazon.com/gp/profile/amzn1.account.AF46LCXEZRBDTD6CBAZNXSYV7JKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 5, 2017","Our pediatrician diagnosed eczema on my daughter's hands which started out as little bumps and then grew into red inflamed patches. Because she's a young toddler he started her off on w regimen of 1% hydrocortisone and moisturizer like Eucerin or Cerave. After 5 days the patches of eczems had grown and didn't look much better. Then after 3 days of applying this (continuing with hydrocortisone) the eczema is 50% better - the redness and inflammation have mostly gone away. Will keep treating until the bumps are gone. And my hands, which have been rough and chapped from washing many times a day since I had my baby no matter how much i moisturized, feel so much smoother from putting the balm on my child's hand. Amazing stuff!",true,false,,
