review ID,review name,reviewer's name,reviewer's profile,review rating,review date,review text,verified purchase,vine customer review of free product,images,image 1,image 2
R137IKHY02O6S7," Best Results for Eczema Relief",Cargilper,https://www.amazon.com/gp/profile/amzn1.account.AELMQF2SEK24WMVU4C4TXW62QPFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 31, 2017","This cream was a life saver! After a dose of antibiotics, my 2 year old got a horrible reaction to the medicine that broke out his entire body. I honestly hate antibiotics and only gave them to my son as last resort (he had a cough for 6 weeks that would not go away with anything else.)
This cream and a regular regimen of organic kids probiotics solved the problem. It took only days to see the results. Not to mention a little goes a LONG way. It has now been a few months and his skin is still eczema free!!!!! I highly recommend this cream in combination with probiotics to cure your baby's eczema.

UPDATE: I now use this cream mostly for days where he has been under the sun for hours and on beach/pool days as the salt/chlorine water tends to dry out delicate skin. Also on my hands since they tend to dry due to constant hand washing.",true,false,,,
R2XV7JGMK3EBYL," this cream is AMAZING.",betsy,https://www.amazon.com/gp/profile/amzn1.account.AHQP6GJHW3UH473G3SHKQXBHUXWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 23, 2019","And I’m not exaggerating. I recently got very bad hives from an anaphylactic reaction at work two months ago, and this patch of dry skin just wouldn’t go away. I tried various creams and remedies, even drinking benadryl but nothing worked. I bought three different types of cortizone creams, since it was very much recommended by everyone and their mothers, but I felt that the dry skin was getting even worse, swollen AND itchier. My sister in law then recommended this cream to me, and I was astounded since I believed “the cream is only meant for babies though?”

Yet, I still purchased it. And after one use, as you can see in the picture, I saw a HUGE difference. My skin went from a rough crusty patch of dragon scales to a semi softness I’ve been dying to feel for weeks now. The itchiness completely stopped, the redness went away, and I am just in awe. And it was all just after one use!! I highly recommend this product, and I would drop money on it again any day.",true,false,"https://images-na.ssl-images-amazon.com/images/I/61CgaCwAneL.jpg
https://images-na.ssl-images-amazon.com/images/I/71vASftFXlL.jpg",https://images-na.ssl-images-amazon.com/images/I/61CgaCwAneL.jpg,https://images-na.ssl-images-amazon.com/images/I/71vASftFXlL.jpg
R2D66S4D6O2FQY," “Flare up treatment” is EXACTLY the same as the regular cream so save your money!",Kally,https://www.amazon.com/gp/profile/amzn1.account.AEOWGA2XSZNYAWOQAVDDNKZ7M3MQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"January 6, 2020",This is a complete waste of money. The “flare up treatment” that I ordered is identical to the regular eczema relief cream other than it’s in a smaller tube and says flare up on it. The active ingredient is the exact same percentage and it is the same thickness as the regular baby eczema relief cream. It’s the same price for a 2 oz tube vs. the 5 oz tube of the baby eczema relief cream. I like the eczema relief cream but my 4 month old has rashes on her face that are worse than the rest of her body so I wanted to use the baby eczema relief cream on her whole body like I have been and then got the “flare up treatment” for her face and it’s absolutely the same so I’m frustrated that I didn’t just buy the 5 oz tube for the same price because we have been going through that like crazy.,true,false,,,
R1TB4TCPKQ3LQU," Recommended by pediatrician",E & K,https://www.amazon.com/gp/profile/amzn1.account.AHZF2A5CZS2Q4TSN742SNE3ZE2KQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 24, 2020","I love this cream. It works so quickly!

My child has red patches on her belly, back, neck, face and small bumps all over her body. Her doctor recommended to apply this cream every time I change her diaper. I notice that after 2 and half days of using this cream, the patches and some bumps are going away!!! And the baby smooth skin is coming back!!

I Highly recommend this cream!",true,false,,,
RHH7UDDNOWT9M," Magic in a bottle!",Emily,https://www.amazon.com/gp/profile/amzn1.account.AEJIWSX6EYN6ADKACOKNLDA2VLVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"August 1, 2019","Ok y’all, my husband has terrible eczema so we expected my son (4mo) to get it. When I tell you my baby had dry skin, I. Mean. DRY! We tried many many lotions. We got to the point where were covering him head to toe in coconut oil 3x per day for a couple of week and his skin was still raw and flaking from dryness; in fact, it was getting worse. His skin was so sad that our pediatrician suggested it might be coinciding with a food allergy.

We tried a sample of this lotion before his first eczema flare up and I liked it. So, desperate after the failed coconut oil, I bought a full sized bottle. It arrived yesterday. I used this head to toe instead of coconut oil at bedtime and this morning his skin looked INCREDIBLE! No more patchy redness, no more flaking. Just a little discoloration from his own chub rub. He’s been so much happier this morning. He seems so comfortable.

This will be our only lotion from now until he fights me about moisturizing!",true,false,,,
R8UZLB3MVUKKW," Must buy!",Buckwheat91,https://www.amazon.com/gp/profile/amzn1.account.AFGMJLDDRVXJJO66HVGIVEYPNX5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 28, 2019","This healed my daughter’s rash overnight. She has patches of eczema that irritate her. She whines and picks at them, even scratches until she creates little sores. I put this all over her skin and kept her in a footsie pj so she couldn’t scratch at it. She slept through the night and woke up with softer skin! I applied every night until gone! Such a miracle worker. I wish I knew about this forever ago!",true,false,,,
RO4YOQYLWD19N," Do not put this on your sensitive baby!! It burns!",LS,https://www.amazon.com/gp/profile/amzn1.account.AHEWF56POWW7SQWIGIRGYRBT326A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"August 20, 2020","I should have read the one star reviews before purchasing. My three month old is easy going in spite of his allergies. If he cries it's for a reason and never just screams like some fussier babies do. After his bath I put this lotion on his dry/flaky areas on his legs and shoulders. Imagine my surprise when he started screaming inconsolably! I've never, ever heard him scream like that. He cried so hard he threw up and was gasping for breath. I've never been so terrified! Nothing would calm him and I considered calling an ambulance because it was so extreme. Finally as I'm checking his body trying to figure out why he's in such pain, I saw red patches starting to pop up all over his legs. I immediately put him back in the bath and washed with Aveeno. The second I did, he was instantly calm. I will never, EVER use this product again.",true,false,,,
R2RUDGW8CCI5AT," Hit or miss, but may not be good for sensitive skin",Rocksale,https://www.amazon.com/gp/profile/amzn1.account.AF2BZH3DPK4O3JCQZZNE46VXAAGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,2,"October 17, 2020","I usually use baby dove eczema cream for my son, as well as vaseline(vaseline if his eczema is bad, and dove for moisturizing the skin that is okay during the time). The baby dove was sold out everywhere, and this was cheaper online than baby dove so I decided to try it.It had good reviews here and on YouTube, said by parents with children with eczema. I figured it would be good, especially because eucerin makes aquaphor, and that works great for us for other issues(redness,rash,scratch,scrape, etc). I put this on my son, and his skin broke out like I’ve never seen or break out before.Every single little tiny bump of his skin was raised(like goosebumps) but it wouldn’t go away, and he kept scratching. After a few days I realized it was the new cream(at first I thought he was having more dairy, which makes his eczema worse).I’ve since stopped using it on him, and his skin went back to normal.Not great for sensitive skin, so maybe test one leg or arm for a few days first.I don’t want to waste it, so I’ve been using it on my daughter who doesn’t have eczema nor sensitive skin, but skin has been getting a bit dry from the weather maybe(usually not dry).She likes it and says it smells good, so I’ll just continue using it as her moisturizer, only til it’s gone.Won’t be buying again.One last thing, the thickness is supposed to be pretty thick and creamy, but it’s not, it’s close to liquidy like a regular lotion.Baby dove eczema cream definitely thicker and creamier but not too thick. It makes a difference if the house is cool vs a little warm too.",true,false,,,
RGIQQYSYMH95D," Best lotion for dry skin babies",Lily G,https://www.amazon.com/gp/profile/amzn1.account.AHCDRNAQFMLNLMTLWHBJNQKX3XEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 15, 2020","I purchased this cream at the behest of my 8 mos old's pediatrician around month 5. She had started to get dry patches on her arms, legs and trunk. I also use aquaphor ointment on the especially dry areas, in her neck wrinkles/behind ears etc., but this cream is perfect for all over the body after baths and general moisture before bed. I had used Mustela, Amazon brand Mamabear lotion, and neither of them did anything, they were too watery and the Mustela is very strongly scented, especially for a newborn. (their other products are good, but the lotion in particular had such a strong scent!) My daugher's pediatrician said not to bother with any ""lotions"" that only creams or aquaphor type products would do the trick for eczema and she was right. My daughter's eczema is now under control and the non-scented and thickish cream feels good massaging into her arms and legs after bathtime. It is not greasy, just perfect. I just wish Amazon sold larger containers.",true,false,,,
R19MKFIPH064R0," Eczéma",Madina Kayad,https://www.amazon.com/gp/profile/amzn1.account.AE3VI4VXGXWIHTLX2T5JZDWNABSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 14, 2020","Can I use this crème for my baby girl , she is two months old and her skin is so dry",true,false,https://images-na.ssl-images-amazon.com/images/I/613ftWENO5L.jpg,https://images-na.ssl-images-amazon.com/images/I/613ftWENO5L.jpg,
RNYIHII1JTTQ2," Miracle cream for stubborn eczema!",Jennie,https://www.amazon.com/gp/profile/amzn1.account.AHKLO5SKWASTHE7V64SGPKOUYHLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"November 7, 2019","I have only used this product for 4 days and already see a huge improvement! Nothing seemed to work on my 8 month old babies cheeks. She has eczema and they were red, rough and dry. I put a very small dot of this flare up cream on each cheek and rubbed it in. There didn't seem to be any burning or bothersome effect to her because she actually let me apply it and rub it in. I noticed a difference day 2 honestly, but day 4 and the patches are nearly gone. 10/10: I would highly recommend giving this a try.",true,false,,,
R29DUE726MFLK1," This is Definitely Helping my Baby's Eczema!",Lola,https://www.amazon.com/gp/profile/amzn1.account.AGK4G64KUUUJBZ7MTKGWEXVHWBFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 25, 2020","Have been using this after every bath for about 2 weeks and I definitely notice a difference. Many of the red, scaly patches are smaller, less red or gone completely. Pairing this lotion with some other changes (a special bath soak/ detergent/ using less bath soap), so this is in no way a one stop shop miracle solution and it did not work immediately, but I am definitely seeing results. I read a lot of reviews of a lot of products, so I am happy with this outcome. Give it a try!",true,false,,,
R3UULTDLL7CCPX," Works great on my 5 month old baby",Randy N,https://www.amazon.com/gp/profile/amzn1.account.AH5NFUPSBPO7O623YSKOJTKZFC2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 11, 2018","Works great on my 5 month old baby. I use this on his face & other areas where he has eczema flare ups (back of knees, bends of the arms, back of neck). Would recommend this to other parents looking for a gentle lotion. Still have to use hydrocortisone on him in some areas that are really bad however. I have used other baby lotions such as Johnson & Johnson & Aveeno. This is very good product for a baby with sensitive skin.",true,false,,,
R3KWWSEUWT2HFP," Just like some other reviews",Kate,https://www.amazon.com/gp/profile/amzn1.account.AGXUKHMZPGBTLKK4V2HDMO6SY5UA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"July 29, 2017","Just like some other reviews, it burns. My baby hates it. It made the eczema flare up more. I even tried it on my skin and could feel it burning. I also tried Eucerin skin calming cream with oatmeal and although it doesn't burn, it still made her cry and flare up immediately. Of all the conventional over the counter creams, Cetaphil is the best so far and sometimes aquaphor if it's really bad. I try to avoid petroleum products when I can but I really needed something that worked.",true,false,,,
R3TXYX1N20HX7N," It works if eczema isn't extreme",Brandi Fagerhaug,https://www.amazon.com/gp/profile/amzn1.account.AFFLGBHMMG3Y62WQ42KXWQX4P6FA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 12, 2020","My 5 month old has eczema ALL over his body, creases and sometimes on his cheeks. Dry patches, goose bump like, red, itchy and this relief cream helped some. Finally we discovered that it cleared up really quickly being paired with a cortizone creme. (1%hydrocortizone) First applied cortizone creme and then the Eucerin to follow, applied every 4 hours throughout the day and his skin looks great just after a few days! Now i just buy the Avenno with 1% hydrocortizone in it or the Cortizone specifically for ecemz to skip the two step process. I still give it a 5 star becasue i think if my kiddos eczema was not so intense this would work great! Hopefully this review helps any trial and error parents out there!",true,false,,,
R197USOA2RLV5G," Beware of the size of the tube! It's 2 ...",elbasani mom,https://www.amazon.com/gp/profile/amzn1.account.AEELKUA3L7VMXL6UFADALEIWPIJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"June 4, 2017","Beware of the size of the tube! It's 2 oz, not 5 oz. Active ingredient is colloidal oatmeal 1% in both, but the 2 oz tube is marketed as Flare-up treatment (the 5 oz as body cream). The 2 oz flare-up has three additional inactive ingredients compared to the 5 oz body cream. Thus the flair up cream is 2.5 fold more expensive than the body cream....",true,false,,,
R1BX2E849J9OII," Works well",Ashley Rose,https://www.amazon.com/gp/profile/amzn1.account.AFFQ3MK2GJMDUH5M7DODR2SLRD7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"June 27, 2020","This stuff is thick and does its job well. My daughter had pretty bad eczema around her face and forehead. This lotion has definitely improved it but not gotten rid of it altogether. Her face cleared up eventually and now she has eczema on her back. since this is for the body specifically, I am much more comfortable putting it on her back. I didn't want to put it on her face but nothing else had been working. on her face I would put a thin layer on just before she went to bed and by the next morning it always looked better. There isn't any anti-itch element to it but I did notice she scratched less because her skin was moisturised better. Will buy this again",true,false,,,
RYQ4I75W737DJ," The positive reviews are real",Julie West,https://www.amazon.com/gp/profile/amzn1.account.AEAWCY77OQKZMEFDERP2ZJGDLCPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"September 15, 2020","This cream really works. After two days of applying it to my baby’s eczema several times a day, it’s cleared up 80% of the rash on her face. It’s also healed all the fissures that developed on the lesions behind her ears that were weeping. It even worked on the areas of her scalp that looked more like cradle cap. I was prepared for a long haul of trial and error using different eczema products and was thrilled this worked right away.",true,false,,,
RF4S3O7432ABF," Working for my baby",A. Customer,https://www.amazon.com/gp/profile/amzn1.account.AHXUMAT7DMLBRDQYWTUL6BK3VRDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"March 13, 2020","Purchased a few weeks ago for my 6 month old, who was covered in red, scaly eczema on tummy, back, arms and legs. This product takes time to work, but it's made a HUGE improvement in my baby's skin. It's back to being soft with just a few of the more intense dry patches still healing. We use it twice a day and after baths. It's very moisturizing, much more than standard baby lotions (which we'd tried with no luck). It doesn't have a scent and is formulated to be irritant free, which I'd say I agree with. I would buy again and recommend it to other parents looking for eczema relief for their kids!",true,false,,,
R3D2U6S4UHY7QA," Will continue buying it!",Justin,https://www.amazon.com/gp/profile/amzn1.account.AEGJFBP5NH2OPUZTUWG3ONGL6VMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"February 1, 2020","Love this!! My new born was suffering from eczema I pretty much tried so many things including medication and nothing seemed to work. We decided to give it a try and use it at least 2-3 a day , my pediatrician recommended to used it every time I changed his diaper. We use it on him and it does wonders, my son’s skin is like it never had eczema before. We now always have it for him. I totally recommended for this mom’s who have tried almost everything to help their baby’s eczema, this works, however you have to be consistent.",true,false,,,
R13U7YDZ9J0RNX," Eczema was gone (temporarily) after a first use",Paul,https://www.amazon.com/gp/profile/amzn1.account.AE4DJZSXGR7ZOPRHLJPV63FYMDDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 26, 2020","My daughter is 5 months old and as winter came by, her skin began to show mild eczema. This was recommended by her pediatrician and after using few samples we received from his office, we used it and her eczema was gone the next day. Of course it is something that would not go away permanently so it came back, but whenever we applied this cream (after making a purchase), it would take about a day to make it go away. We used it so much and now we ran out and I just made another order arriving in two days!",true,false,,,
R1AZFNWVAMTOAW," Works way better and faster than aquaphor",Dani MU,https://www.amazon.com/gp/profile/amzn1.account.AG74YZQI4I3ITHRHJEAOAB5LM3AA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 15, 2020",We had tried aquaphor as suggested by the pediatrician and were deligent about putting it on our baby. Her eczema was so bad t just did not get much better. She is only 9 mo and was trying to itch her back against her high chair and she had a spit on her inner elbow that looked like a burn. This helped so much more quickly. No strong smell. It helps her feel more comfortable even 5 mins after putting it on. I highly recommend it .. even as we put it on she stays perfectly still BC she knows it helps.. buy two it’s not a large bottle and goes fast...worth it,true,false,,,
RLB3XGXP3V3BO," Nothing else works!",Rachel,https://www.amazon.com/gp/profile/amzn1.account.AH4VGNB4RR7YVQYFT7MT4IY4DEAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 28, 2020","My toddler has terrible eczema all over his body that leaves him dry, itchy, and scaly after every single bath (even if we take every precaution to prevent irritation and dryness). I have tried every type of soap and cream out there for sensitive baby skin and was just about to throw in the towel and go for prescription steroid cream (which I really did not want to do). Thankfully, I found this cream and it has worked wonders! It is the only thing that works for my son. I rub this all over him after every bath and his skin has cleared up dramatically. For a moment I thought maybe his skin had just gotten better with time, but as soon as I skipped using this after one bath, his skin got worse again. This has saved us!",true,false,,,
R1WIVPH13XH9Y9," A must have",Jaice,https://www.amazon.com/gp/profile/amzn1.account.AGZTVPIWBWFP4B2DZMVE3UFV3PIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"December 5, 2020",My son gets red patchy flare ups and well I get dark brown sometimes reddish looking flare ups due to our eczema. And it gets horrible especially now with covid having to use sanitizer and washing our hands so constantly but this does the trick. Some people have tried it on cracked skin but common sense screams that’s a no no! But I understand out of desperation well we try multiple products. But this product goes everywhere we do. It’s a must.,true,false,,,
R6HZGZB222VD5," Best thing for baby's eczema!",Elizabeth,https://www.amazon.com/gp/profile/amzn1.account.AGXQ6FL6SCJ4OUZQESXV5BCWUMAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"January 23, 2020",This is the best thing we've tried for our son's eczema. We load this on after his nightly bath and remoisturize as needed throughout the day. His skin feels soft again and it even helps with the eczema on my hands! I love that I get a little dose of this every time I moisturize my son. I always price match and Amazon has had the best price for this for a while.,true,false,,,
RWK7EL0NND3EW," Didn't work for us, but maybe for you?",Lindsay S.,https://www.amazon.com/gp/profile/amzn1.account.AHRKSVNXEQ4EKCTVEBZZSOYT3PVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"June 26, 2019",Eczema is a tricky thing in that what works for one kiddo may or may not work for another. Unfortunately this did not work for my son- we ended up putting Bag Balm on him and that was what moisturized the best. But each kiddo is very different. Best of luck finding the right cream for your little one!,true,false,,,
R1K2EZWV2A8LP," The best!",Brooks B.,https://www.amazon.com/gp/profile/amzn1.account.AFRUUG2KSHYKZYEGGTB56IYQQORQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 16, 2017","I bought it for myself. Knowing it works great for baby / kids and it does. It is the best for ANY dry patch of skin, especially knuckles (after washing hands so often). It is thick, creamy, not oily and absorbs quickly. I keep one by the changing table, by the kitchen sink, at work and at the bathroom sink.",true,false,,,
R2YTZWZXFXI8HA," I think the lotion made things worse. I finally ordered the eucerin eczema cream and ...",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHV7MG2DKQ5XNJITMH7ZFX6XR5HQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 24, 2017","I have an 8 month old and she started having really dry skin. I started out trying the cetaphil wash and lotion but that didn't seem to work. Then I switched to aquaphor wash and lotion. Still nothing. As a matter of fact, I think the lotion made things worse. I finally ordered the eucerin eczema cream and WOW!!! After just ONE application, her skin felt better! And after 3 total applications, it was completely back to normal!!! My baby girl's skin is back to being so soft! Amazing product!!!",true,false,,,
R3M3JNRL753UZ1," Rotate Your Lotions/Creams",Lauren D,https://www.amazon.com/gp/profile/amzn1.account.AEC3OIJFJGMK5GV5AJFMVYZZMIBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"July 7, 2020","Eucerin products are great- but a bit expensive. As a mom of kids that have bad eczema, I’ve learned the best thing to do is rotate lotions and creams. Use oatmeal baths and make them wear clothes so they can scratch. Don’t rely solely on one product- mix it up. Eucerin creams and lotions are on my rotating list. Every child’s skin is different but I recommend putting this product on your rotating list.",true,false,,,
R1G6E1VE2P4A7S," Not for us",PLUR,https://www.amazon.com/gp/profile/amzn1.account.AG7HTHLQWRUN2HM74XYDX66EJQUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 4, 2020",Did not work for us. Flared-up my son’s eczema. I washed it off and applied another cream and it calmed down the skin. I was trying to figure out what the culprit might be and I suspect Benzyl Alcohol as it’s been associated with contact allergies according to the EWG app. My toddler also reacts to some Aveeno products and those too contain Benzyl Alcohol. Ceravee is ok for him and it doesn’t contain Benzyl Alcohol.,true,false,,,
R1R8GVYQ1U38YX," I like that this absorbs quickly",Tiffany,https://www.amazon.com/gp/profile/amzn1.account.AFNUAHSZ56LKGOXMAAQ73QYSOGMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 22, 2017","I use this as a hand cream, my hands get very dry and itchy otherwise. I like that this absorbs quickly, doesn't have any fragrance, and really nourishes my skin. I'm on my fourth bottle and I'll keep purchasing.",true,false,,,
